name1,type1,name2,type2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
VC1479,CDS_UTRS,Spot42,sRNA,126,10,2,1.0,1.0,0.02612295647295166,0.1840048405821892,0.4132871997499089,41,0.6047,34,0.2093
VC0761,CDS_UTRS,Spot42,sRNA,126,18,2,1.0,1.0,0.19744429125427748,1.1868846131949023e-10,1.4052749677768828e-8,32,0.7143,44,0.25
rdgC,CDS_UTRS,Spot42,sRNA,126,11,2,0.999999999982288,1.0,0.556595471056418,4.5952166639643805e-5,0.0016521911804504225,35,0.425,40,0.3
tuf_2,CDS_UTRS,Spot42,sRNA,125,0,2,1.0,1.0,0.024285808845183648,0.7132448928330958,0.8511700357057077,40,0.4615,36,0.3077
VC2290,CDS_UTRS,Spot42,sRNA,125,7,2,1.0,1.0,0.10337870118319491,1.518047929998329e-10,1.7653726231631905e-8,38,0.6857,38,0.1714
VC2072,CDS_UTRS,Spot42,sRNA,124,4,2,1.0,1.0,0.2528885889821858,0.07762372581891544,0.2402932564538867,43,0.7273,35,0.3636
Spot42,sRNA,Vcr067,sRNA,123,14,2,1.0,1.0,0.10530989932633754,0.33121879535897397,0.5749514973653967,37,0.5102,41,0.3265
tRNA-Met-7:VC0343,IGR,Spot42,sRNA,123,17,2,1.0,1.0,0.04030157743062627,2.65093510377783e-9,2.5747576749592323e-7,37,0.8491,39,0.1321
secD,CDS_UTRS,Spot42,sRNA,123,29,2,1.0,1.0,0.3613622795575713,0.005338901745560436,0.04770502253975975,31,0.2286,36,0.1143
VCA0097:VCA0092,IGR,Spot42,sRNA,122,1,2,3.516072759185569e-22,3.508259264165156e-20,3.5537025007494982,9.554987899250055e-7,5.708304165633526e-5,31,0.3889,36,0.3611
Vcr223,sRNA,Spot42,sRNA,122,4,2,0.9996831328597111,1.0,0.7242981874689269,3.957298490147372e-14,7.2302334022433844e-12,39,1.1111,40,0.3333
VC0237,CDS_UTRS,Spot42,sRNA,122,15,2,1.0,1.0,0.1881699082233346,0.0013447837812725902,0.02042311557788882,36,0.1316,33,0.2105
VC0653,CDS_UTRS,Spot42,sRNA,121,10,2,1.0,1.0,0.08364092548612627,5.840511526842514e-16,1.3424783987842906e-13,33,0.3,35,0.1333
VCA0011,CDS_UTRS,Spot42,sRNA,121,9,2,1.0,1.0,0.05019897182289011,5.8134224670717634e-5,0.0019751272925511566,35,0.5484,45,0.8065
VCA0623,CDS_UTRS,Spot42,sRNA,121,16,2,1.0,1.0,0.05819865199571581,0.038592216934811685,0.15930359220454277,33,0.3243,41,0.0811
VC0235,CDS_UTRS,Spot42,sRNA,121,15,2,1.0,1.0,0.3292767652099235,0.004165615347888176,0.041137091669752185,33,0.4,37,0.1714
tRNA-Leu-9:flgA,IGR,Spot42,sRNA,120,1,2,1.0,1.0,0.3528263684468378,0.00253392981649391,0.030433949271622615,40,0.5814,35,0.3721
nagA,CDS_UTRS,Spot42,sRNA,120,2,2,1.0,1.0,0.16137818830416728,0.7512913701826832,0.8735513326651272,34,0.3429,37,0.2571
VC2036,CDS_UTRS,Spot42,sRNA,120,20,2,1.0,1.0,0.17822626127163693,4.367734948109863e-6,0.00021460732478587114,34,0.2821,36,0.4872
VCA0013,CDS_UTRS,Spot42,sRNA,120,12,2,1.0,1.0,0.04627831173566715,0.0002649439283571741,0.006528196053425643,37,0.434,39,0.3208
VC1537,CDS_UTRS,Spot42,sRNA,119,8,2,1.0,1.0,0.16231742171486435,1.6047883921009982e-10,1.8579751692949533e-8,32,0.5455,47,0.4242
rplU,CDS_UTRS,Spot42,sRNA,118,12,2,1.0,1.0,0.08323486135962065,0.007332768916136339,0.05813189583136417,41,1.025,42,0.2
VC0839,CDS_UTRS,Spot42,sRNA,118,1,2,8.87796334290321e-11,4.656048034231869e-9,2.1780074660189266,2.8729842993048745e-14,5.3744005337426105e-12,27,0.3437,53,0.375
cls,CDS_UTRS,Spot42,sRNA,118,13,2,1.0,1.0,0.1172013196130213,1.241062588467853e-8,1.0772505730531426e-6,35,0.5714,38,0.6071
tyrA,CDS_UTRS,Spot42,sRNA,117,6,2,1.0,1.0,0.10445914938507156,2.80662318765882e-6,0.00014655958166015056,35,0.6897,41,0.2759
ispH,CDS_UTRS,Spot42,sRNA,116,4,2,0.9999999312756274,1.0,0.6099947062034141,0.060891160969935645,0.20745818350038536,42,0.2222,35,0.2778
VCA0130,CDS_UTRS,Spot42,sRNA,116,10,2,1.0,1.0,0.44770089561061627,6.122765084612668e-9,5.56738341179844e-7,34,0.303,47,0.3333
VC0517,CDS_UTRS,Spot42,sRNA,115,10,2,1.0,1.0,0.07281928709398382,1.021151911214944e-8,8.993135725049272e-7,35,0.5106,37,0.2553
VC0465:VC0473,IGR,Spot42,sRNA,115,2,2,1.1449315463761127e-19,1.0297278658633311e-17,3.349795900588667,4.734580980408187e-6,0.00023092793517447052,41,0.5909,36,0.7273
VC2499:tRNA-Leu-10,IGR,Spot42,sRNA,115,13,2,3.92001465980821e-11,2.1302700048812585e-9,2.244880323010704,0.03500673247828822,0.14884792765437285,33,0.4054,37,0.1892
VC0961,CDS_UTRS,Spot42,sRNA,115,16,2,1.0,1.0,0.41870028034770623,6.907357463755945e-8,5.323555411668188e-6,36,0.2812,40,0.1563
VCA0935,CDS_UTRS,Spot42,sRNA,115,32,2,1.0,1.0,0.04814411294182481,0.39128668293411023,0.6245230936853801,35,0.5957,45,0.1702
VC0698,CDS_UTRS,Spot42,sRNA,115,4,2,1.0,1.0,0.25580609698356205,3.7551063070558725e-5,0.001406926326258826,41,0.6316,37,0.2632
VC1077,CDS_UTRS,Spot42,sRNA,115,17,2,1.0,1.0,0.09328620445851221,0.2092144829940903,0.4361010244814224,36,0.3488,37,0.2326
rpsA,CDS_UTRS,Spot42,sRNA,114,7,2,1.0,1.0,0.02200148632713611,0.00026900634603851134,0.006584942663599175,40,0.5312,38,0.1562
frr,CDS_UTRS,Spot42,sRNA,113,12,2,1.0,1.0,0.1815763297397437,6.27054434329365e-7,3.9256512473777923e-5,36,0.9667,36,0.3667
Spot42,sRNA,lamB,CDS_UTRS,113,6,2,1.0,1.0,0.20711665618943806,0.0007933105101395487,0.0145044252613128,43,0.8,34,0.1111
VC2626,CDS_UTRS,Spot42,sRNA,112,6,2,1.0,1.0,0.43003651580232605,0.016154,0.09015712574765025,42,0.8571,34,0.4048
VC0586,CDS_UTRS,Spot42,sRNA,111,1,2,0.9999983720249735,1.0,0.6376667242139022,0.0004789303388476698,0.009896899454403465,39,0.6897,39,0.2414
rplR,CDS_UTRS,Spot42,sRNA,110,13,2,1.0,1.0,0.08648149823602418,4.576785733840448e-7,2.9574034839583524e-5,36,0.6333,45,0.2333
VCA0678,CDS_UTRS,Spot42,sRNA,110,16,2,1.0,1.0,0.05314103659058042,4.636448204115263e-8,3.6819599461677657e-6,36,0.2759,38,0.1379
VCA0165,CDS_UTRS,Spot42,sRNA,110,1,2,0.9656995309309995,1.0,0.8318892438220106,0.1501881891328653,0.364703527245279,38,0.44,37,0.12
VC0258,CDS_UTRS,Spot42,sRNA,110,13,2,1.0,1.0,0.18356099026062286,0.0001880618892531026,0.004954782837494936,51,0.425,40,0.2
aceE,CDS_UTRS,Spot42,sRNA,110,17,2,1.0,1.0,0.04893307594677141,1.3066044723654782e-8,1.1291396378002043e-6,36,0.2927,37,0.3171
VC1902,CDS_UTRS,Spot42,sRNA,109,8,2,0.0002853600695717539,0.00452881869494697,1.5051806253619964,0.24798604126674545,0.48343643726368496,20,0.1765,51,0.4706
VC2175,CDS_UTRS,Spot42,sRNA,109,12,2,1.0,1.0,0.24260410902785864,0.00020671662826318309,0.005399085651415046,41,0.5333,36,0.4333
VC0268,CDS_UTRS,Spot42,sRNA,109,4,2,1.0,1.0,0.3704439973625987,0.45159223384550584,0.6788433677466265,46,0.2391,38,0.1739
cysM,CDS_UTRS,Spot42,sRNA,109,9,2,0.00022973745494699638,0.0037992984103956216,1.516413511960196,7.331593790641324e-7,4.514199944259683e-5,36,0.4737,34,0.1053
VC0828,CDS_UTRS,Spot42,sRNA,108,11,2,1.0,1.0,0.2843505904833564,7.949701246023843e-7,4.849070298557158e-5,36,0.6047,36,0.1395
VC1293,CDS_UTRS,Spot42,sRNA,108,3,2,0.132791009363897,0.3278429227606103,1.1374804028530554,4.4181208190335356e-10,4.829800947233857e-8,24,0.2647,40,0.3529
VC0622,CDS_UTRS,Spot42,sRNA,107,3,2,1.0,1.0,0.2629595144707024,1.6601466661682684e-9,1.6725444195492936e-7,39,0.6129,43,0.3548
Spot42,sRNA,VC1492,CDS_UTRS,107,22,2,1.0,1.0,0.05916472529151213,0.02111421959681136,0.1070474544772103,46,0.6047,30,0.2558
VC2726,CDS_UTRS,Spot42,sRNA,107,14,2,1.0,1.0,0.34419224721931907,0.000269747281319375,0.0065989580702540355,40,0.4348,33,0.2609
VC0959,CDS_UTRS,Spot42,sRNA,106,6,2,1.0,1.0,0.16526935717635557,1.7444375546338392e-5,0.0007281140245340189,61,0.7857,36,0.2143
VC0816,CDS_UTRS,Spot42,sRNA,105,8,2,1.6774604044011277e-13,1.0893371305847855e-11,2.6631821272804284,2.0539870830041716e-9,2.035316833792035e-7,33,0.1765,48,0.4706
VC0405,CDS_UTRS,Spot42,sRNA,105,12,2,1.0,1.0,0.08443888488434231,7.185078656139626e-19,2.055378285207591e-16,34,0.5,37,0.2778
VC0162,CDS_UTRS,Spot42,sRNA,105,1,2,1.0,1.0,0.10409478099565303,1.687024717588962e-12,2.499340607344944e-10,32,0.4762,43,0.4048
ndk,CDS_UTRS,Spot42,sRNA,105,8,2,1.0,1.0,0.2250992082986867,0.0037776561109603797,0.0376617226702093,38,0.2857,39,0.5
VC2064,CDS_UTRS,Spot42,sRNA,104,16,2,1.0,1.0,0.05178026995725439,0.00016876717392419485,0.004644712029266965,34,0.4286,35,0.3929
aceF,CDS_UTRS,Spot42,sRNA,104,5,2,1.0,1.0,0.044008880945708,3.6748806276182878e-6,0.00018789355412482,37,0.4231,36,0.3846
VC1156,CDS_UTRS,Spot42,sRNA,104,4,2,0.8841818264523696,1.0,0.8832618018227762,1.8327919676146955e-11,2.4307287176583328e-9,34,0.125,36,0.1875
Vcr064,sRNA,Spot42,sRNA,103,14,2,1.0,1.0,0.03489373746229584,0.958725078905319,0.9767951854217131,33,0.3333,42,0.1905
VC0242,CDS_UTRS,Spot42,sRNA,102,6,2,1.0,1.0,0.0672504523868451,6.225158924469631e-6,0.0002953596741276357,35,0.4595,39,0.4324
Spot42,sRNA,VC2137,CDS_UTRS,102,6,2,1.0,1.0,0.08710693951845938,0.528377506658523,0.7329675309391686,39,0.4516,31,0.1613
VC1382,CDS_UTRS,Spot42,sRNA,102,7,2,1.0,1.0,0.1690753650069677,6.922433136926235e-7,4.29601925340788e-5,39,0.8065,37,0.3871
Spot42,sRNA,galK,CDS_UTRS,102,29,2,0.9999999999999982,1.0,0.47511652119602577,0.01706765416817998,0.09473019411953795,34,0.6154,29,0.5
rpoB,CDS_UTRS,Spot42,sRNA,102,6,2,1.0,1.0,0.029222956216050085,2.449683729114337e-6,0.0001307070526696466,42,0.5676,39,0.1892
Spot42,sRNA,VC2550,CDS_UTRS,101,7,2,1.0,1.0,0.05724992060929873,0.7864022430195983,0.8932022520268246,40,0.64,34,0.04
prpB,CDS_UTRS,Spot42,sRNA,101,12,2,3.3295400099548347e-12,1.966342906665842e-10,2.5444159908371087,1.495447187677007e-48,2.4419717920273226e-45,28,0.1,51,0.3
clpA,CDS_UTRS,Spot42,sRNA,101,10,2,1.0,1.0,0.13761352481544203,3.1854912902269284e-9,3.0191292964846054e-7,40,0.6667,37,0.2333
deoD,CDS_UTRS,Spot42,sRNA,101,13,2,1.0,1.0,0.11360788565802818,0.12440409459265936,0.3267405199968915,36,0.8125,38,0.3125
VC0985,CDS_UTRS,Spot42,sRNA,100,14,2,1.0,1.0,0.07954239967599723,0.0004330632432393142,0.009361260360822032,39,0.619,37,0.1429
VC1451,CDS_UTRS,Spot42,sRNA,100,10,2,1.0,1.0,0.0402490259148062,0.001355919116970601,0.02042311557788882,39,0.2353,33,0.0588
dinG,CDS_UTRS,Spot42,sRNA,99,8,2,1.0,1.0,0.22477519749164807,0.00014102072184181164,0.003986060295233696,38,0.8276,33,0.1379
VC1097,CDS_UTRS,Spot42,sRNA,99,10,2,1.0,1.0,0.07020445916962828,2.656829282448434e-6,0.00014013791116257785,43,0.6429,38,0.0714
VC2500,CDS_UTRS,Spot42,sRNA,99,5,2,1.0,1.0,0.1708650530882796,0.00012581683291100414,0.0036893562216226768,28,0.2,41,0.2333
VC0899,CDS_UTRS,Spot42,sRNA,98,4,2,1.0,1.0,0.058636112839340136,0.0001105258652029655,0.0033202239031770338,39,0.4333,34,0.3
VC0108,CDS_UTRS,Spot42,sRNA,98,7,2,1.0,1.0,0.12715754281455222,1.724053862663337e-5,0.0007210942679264408,36,0.2857,36,0.1905
VCA1082,CDS_UTRS,Spot42,sRNA,98,4,2,0.9999999978914778,1.0,0.5552825722524776,2.9674371839263253e-23,1.1989211026460274e-20,23,0.4516,44,0.0968
Spot42,sRNA,gltA,CDS_UTRS,97,5,2,1.0,1.0,0.1354205394602393,0.006099232074561311,0.05028804045273495,41,0.1538,34,0.1538
lysS,CDS_UTRS,Spot42,sRNA,97,18,2,1.0,1.0,0.1302586488370553,1.1475103203909115e-8,1.0015924991376395e-6,34,0.2105,42,0.2105
VC0273,CDS_UTRS,Spot42,sRNA,97,7,2,1.0,1.0,0.3545480983696485,0.012238991091810435,0.0781389113546731,48,0.2857,35,0.3214
gyrB,CDS_UTRS,Spot42,sRNA,97,15,2,1.0,1.0,0.09782913949092324,7.507688552835132e-20,2.307686809646159e-17,29,0.6207,48,0.2069
VC0981:VC0985,IGR,Spot42,sRNA,96,6,2,1.026081648953496e-18,8.808895911080293e-17,3.7284590879123773,2.5966747446841177e-9,2.5283225237650417e-7,27,0.3636,37,0.2727
tig,CDS_UTRS,Spot42,sRNA,96,13,2,1.0,1.0,0.09874461550060841,0.00030920113525363885,0.007256135982729181,37,0.6071,35,0.4643
VC2188,CDS_UTRS,Spot42,sRNA,96,1,2,1.0,1.0,0.16394128697167756,0.08949689322677776,0.2732959007763054,40,0.4828,37,0.2759
rplJ,CDS_UTRS,Spot42,sRNA,96,5,2,1.0,1.0,0.027747389008999486,0.0015316358526702386,0.02209259289071512,56,0.2941,36,0.2941
VC1920,CDS_UTRS,Spot42,sRNA,96,3,2,1.0,1.0,0.13075301820506133,0.0001518812055032428,0.004247092675187183,38,0.3571,39,0.2857
VC2044,CDS_UTRS,Spot42,sRNA,95,2,2,0.4678168744743337,0.7884016048023548,1.0148933109511065,2.9568899645285627e-15,6.247007878968012e-13,38,0.3077,40,0.2692
VC1722,CDS_UTRS,Spot42,sRNA,95,2,2,1.0,1.0,0.23501742888924496,2.135517045252521e-16,5.1031695586566414e-14,37,0.5312,42,0.1875
VC2675,CDS_UTRS,Spot42,sRNA,95,11,2,0.9999999999999962,1.0,0.46603732264259534,0.772384,0.8787701083434942,42,0.8378,34,0.2162
VC2244,CDS_UTRS,Spot42,sRNA,95,3,2,1.0,1.0,0.1383387325530129,3.2617609168391194e-14,6.02971892506526e-12,38,1.303,44,0.0606
VC0028,CDS_UTRS,Spot42,sRNA,94,9,2,1.0,1.0,0.21342265774887317,1.0586927067258324e-18,2.974243478346863e-16,34,0.75,41,0.25
avtA,CDS_UTRS,Spot42,sRNA,94,2,2,0.9999999999999991,1.0,0.4575193817214157,1.4500369761303143e-10,1.6887867492729593e-8,39,0.7308,39,0.1923
VC0238,CDS_UTRS,Spot42,sRNA,94,7,2,1.0,1.0,0.21793580489735728,0.01718658901014855,0.09536330406374441,35,0.4516,36,0.3548
VC2039,CDS_UTRS,Spot42,sRNA,94,6,2,1.0,1.0,0.22800415271653987,3.919715097438989e-7,2.56882265093951e-5,28,0.3125,46,0.5938
VC0762,CDS_UTRS,Spot42,sRNA,93,17,2,1.0,1.0,0.04506257189965482,0.26065170937781273,0.5045600660083065,41,0.4444,35,0.0741
gmhA,CDS_UTRS,Spot42,sRNA,93,11,2,0.9999991722064013,1.0,0.6061814898731792,1.9767041977982772e-6,0.00010818633540083212,37,0.36,40,0.08
sdhA,CDS_UTRS,Spot42,sRNA,93,9,2,1.0,1.0,0.09735153622077708,0.11810640096039057,0.3115152207045251,36,0.1875,41,0.4375
VCA0558,CDS_UTRS,Spot42,sRNA,93,12,2,1.0,1.0,0.07325498120247984,0.00011028657175334777,0.0033202239031770338,36,0.5625,40,0.2188
VC0745,CDS_UTRS,Spot42,sRNA,92,8,2,1.0,1.0,0.2972222600417117,9.672338166798034e-16,2.1785274076201054e-13,28,0.5714,42,0.3929
VC0360,CDS_UTRS,Spot42,sRNA,92,0,2,1.0,1.0,0.04636950470168438,0.03692295787862787,0.15610649773368204,36,0.2778,40,0.5278
VC1765,CDS_UTRS,Spot42,sRNA,92,8,2,1.0,1.0,0.10080677305944741,0.0431385079255812,0.16938379870328527,37,0.6364,36,0.303
VC2251,CDS_UTRS,Spot42,sRNA,92,4,2,1.0,1.0,0.22228507035471207,0.002219166292030144,0.027773180286962577,39,0.7931,36,0.4483
VC0998,CDS_UTRS,Spot42,sRNA,92,5,2,1.0,1.0,0.05912941675486974,6.835660485723663e-14,1.2013136872903732e-11,35,0.5909,39,0.2727
VC0399,CDS_UTRS,Spot42,sRNA,91,4,2,1.0,1.0,0.07973629835667509,2.3217947361116706e-21,8.052415628812782e-19,33,0.5909,37,0.4091
VC0826,CDS_UTRS,Spot42,sRNA,91,11,2,1.0,1.0,0.11017342828822024,0.005392228165075209,0.048077378660762136,32,0.3429,47,0.3143
VC0410,CDS_UTRS,Spot42,sRNA,91,1,2,1.0,1.0,0.07880973896329896,0.5024684067097673,0.7178735041799109,40,0.5556,35,0.2222
VC2773,CDS_UTRS,Spot42,sRNA,91,8,2,1.0,1.0,0.08151892648178052,0.029907177539926763,0.13756775133550467,40,0.7667,34,0.2333
malQ,CDS_UTRS,Spot42,sRNA,90,16,2,1.0,1.0,0.05193912470381929,4.9811756088383715e-6,0.00024085720258874794,39,0.3243,36,0.1622
VC0970,CDS_UTRS,Spot42,sRNA,90,5,2,1.0,1.0,0.25247112798461485,4.771587393230968e-6,0.00023258817877415205,39,0.8333,37,0.125
VC1040,CDS_UTRS,Spot42,sRNA,90,14,2,0.9999999999901674,1.0,0.5030711913251378,9.191984783121976e-7,5.5166689072426004e-5,32,0.4643,38,0.3571
VCA1042,CDS_UTRS,Spot42,sRNA,89,9,2,1.0,1.0,0.06931294086335549,0.13217263242749572,0.34529420021761686,41,0.5769,35,0.2308
VC1013,CDS_UTRS,Spot42,sRNA,89,11,2,1.0,1.0,0.16689726203647048,0.09555000000000002,0.2732959007763054,40,0.7222,34,0.0556
VC1005:nagA,IGR,Spot42,sRNA,89,2,2,0.999999819569079,1.0,0.5831672914466481,1.7845491071312683e-38,1.6852378742898307e-35,27,0.3182,54,0.0909
ihfB,CDS_UTRS,Spot42,sRNA,88,2,2,1.0,1.0,0.27569798724073724,0.001942586960605998,0.02569464283664134,40,0.75,38,0.1563
VCA0026,CDS_UTRS,Spot42,sRNA,88,13,2,1.0,1.0,0.1140628810912998,3.201597465139911e-10,3.6055231453323475e-8,33,0.625,32,0.1667
VC0116:cyaA,IGR,Spot42,sRNA,88,25,2,0.00015140075151383718,0.0026803499760627,1.624265041238972,8.260441211712996e-26,3.9479368452151e-23,21,0.1,38,0.1333
VC1558,CDS_UTRS,Spot42,sRNA,88,2,2,1.0,1.0,0.038430195014227654,0.00283847277370431,0.031520509383378234,35,0.6087,43,0.2609
sucC,CDS_UTRS,Spot42,sRNA,88,11,2,1.0,1.0,0.05690207988219149,0.002089323973329526,0.027321204930520784,37,0.25,36,0.35
VC0377,CDS_UTRS,Spot42,sRNA,87,23,2,1.0,1.0,0.15744373611015197,0.008915745996398152,0.06512815348962568,35,0.2105,38,0.3684
VC0560,CDS_UTRS,Spot42,sRNA,87,1,2,1.0,1.0,0.17446923671305678,0.0001437084502154163,0.0040532608982851905,37,0.4667,37,0.2333
sspA,CDS_UTRS,Spot42,sRNA,87,4,2,1.0,1.0,0.10563938678544843,2.66649021122182e-5,0.0010593115521833627,40,0.9268,36,0.3659
VC1898,CDS_UTRS,Spot42,sRNA,87,4,2,1.0,1.0,0.13363263320431568,0.8803362427151638,0.9363263636151824,40,0.25,35,0.8333
VC2096,CDS_UTRS,Spot42,sRNA,87,2,2,1.0,1.0,0.28527128334340146,4.312580315541153e-8,3.4433888578440222e-6,34,0.3429,37,0.1143
VC1162,CDS_UTRS,Spot42,sRNA,87,5,2,1.0,1.0,0.22353333277198315,0.000797972956053357,0.014569279820269784,41,0.5,34,0.3182
ansA,CDS_UTRS,Spot42,sRNA,86,5,2,1.0,1.0,0.39053802619324046,5.748350544368758e-10,6.163631518716383e-8,32,0.1818,44,0.2727
Spot42,sRNA,VC0432,CDS_UTRS,86,1,2,1.0,1.0,0.16707582097444185,0.004369021982580806,0.04284352708828551,46,0.5556,34,0.1111
VC0422,CDS_UTRS,Spot42,sRNA,85,8,2,1.0,1.0,0.08740577232484836,3.5832045049905035e-5,0.0013476734755549936,37,0.3214,38,0.2857
VC0493,CDS_UTRS,Spot42,sRNA,85,13,2,1.0,1.0,0.275802131951888,0.012804329843194413,0.0781389113546731,40,0.6522,29,0.2174
VC0105,CDS_UTRS,Spot42,sRNA,85,12,2,1.0,1.0,0.1690938089434603,0.014642585595633502,0.0879059820443742,47,0.2,33,0.1667
VC1437,CDS_UTRS,Spot42,sRNA,85,0,2,1.0,1.0,0.2819369765888307,1.0729075861360343e-27,6.09388184847308e-25,26,0.5909,46,0.2727
rpmI,CDS_UTRS,Spot42,sRNA,85,16,2,1.0,1.0,0.07280124768889755,0.9108978149856191,0.9535083161418002,36,0.625,36,0.25
VC2431,CDS_UTRS,Spot42,sRNA,84,8,2,1.0,1.0,0.0743897424396834,6.961724585016101e-5,0.0022870654439354466,39,0.4,36,0.4
Spot42,sRNA,VC0244,CDS_UTRS,84,12,2,1.0,1.0,0.020854191012079522,0.09013742228331084,0.2732959007763054,40,0.6552,29,0.1379
VC2055,CDS_UTRS,Spot42,sRNA,84,10,2,1.0,1.0,0.25564639991615956,1.453453252498002e-6,8.327713405266512e-5,36,0.3333,37,0.1111
VCA0184,CDS_UTRS,Spot42,sRNA,84,2,2,1.0,1.0,0.13308287448989528,2.5126969748786987e-7,1.729128196558097e-5,36,0.0714,37,0.6071
VC1304,CDS_UTRS,Spot42,sRNA,84,6,2,1.0,1.0,0.1726322580406421,0.00064490512729929,0.012090004492429,33,0.4348,39,0.1304
Spot42,sRNA,VCA0933,CDS_UTRS,83,13,2,1.0,1.0,0.02308095244437616,0.0003767516258827188,0.00857223499719577,36,0.3226,37,0.129
Spot42,sRNA,cyaA,CDS_UTRS,83,12,2,1.0,1.0,0.014631825963273597,0.4827464045221994,0.6994534585191141,36,0.3462,34,0.1923
rpsB,CDS_UTRS,Spot42,sRNA,83,6,2,1.0,1.0,0.060233712687072914,8.386531071433983e-10,8.799795072423922e-8,36,0.4583,41,0.4167
VC0984,CDS_UTRS,Spot42,sRNA,83,9,2,1.0,1.0,0.3640542219792016,0.005011808503490292,0.04511286639501266,36,0.7097,36,0.4839
VC0406,CDS_UTRS,Spot42,sRNA,83,8,2,1.0,1.0,0.05411032443937999,0.004997654529926397,0.04504095201910554,36,0.087,37,0.2174
VC1624,CDS_UTRS,Spot42,sRNA,82,5,2,0.17799549957945815,0.39921721134562127,1.1323303677218541,2.0049521610958154e-6,0.00010837941747506973,34,0.2,39,0.2667
VC0319:tRNA-Thr-2,IGR,Spot42,sRNA,82,8,2,1.0,1.0,0.16329997495186654,0.10749865771297448,0.30403970303470046,39,0.7037,35,0.1852
VC1620,CDS_UTRS,Spot42,sRNA,82,5,2,1.0,1.0,0.060164202448246364,3.3572189272073243e-10,3.753811365669576e-8,56,0.4762,39,0.4762
VCA0287,CDS_UTRS,Spot42,sRNA,82,17,2,1.0,1.0,0.05531680597150525,0.01324797083541189,0.08056398495231744,40,0.68,34,0.04
rpsJ,CDS_UTRS,Spot42,sRNA,82,4,2,1.0,1.0,0.019613843553412752,0.006355142451482625,0.05194185823666941,42,1.3636,36,0.8182
rne,CDS_UTRS,Spot42,sRNA,82,7,2,1.0,1.0,0.1457763978638163,0.08370493958400525,0.25734984190530774,36,0.4722,38,0.3889
djlA,CDS_UTRS,Spot42,sRNA,81,11,2,1.0,1.0,0.02304317249934698,0.09920091858565458,0.2822925936560482,33,0.4444,39,0.5
Spot42,sRNA,infB,CDS_UTRS,81,18,2,1.0,1.0,0.01278250692962906,9.917119614932837e-15,1.962913516510229e-12,33,0.48,58,0.0
RNaseP,CDS_UTRS,Spot42,sRNA,81,8,2,1.0,1.0,0.006644774222920988,0.5105721953873279,0.728163890293749,42,0.3103,34,0.1724
VC0087,CDS_UTRS,Spot42,sRNA,81,6,2,1.0,1.0,0.311648182193202,0.7561088060676325,0.8786053152326377,41,0.4762,31,0.3333
rseB,CDS_UTRS,Spot42,sRNA,81,2,2,1.0,1.0,0.21585324887848178,0.24886600000000003,0.48343643726368496,43,0.5217,35,0.2174
VC0248,CDS_UTRS,Spot42,sRNA,81,8,2,1.0,1.0,0.11740116463986112,1.1050943630345104e-8,9.688859202349882e-7,38,0.3913,46,0.3043
Spot42,sRNA,aspA,CDS_UTRS,81,6,2,1.0,1.0,0.018296461390685293,0.010031808707643192,0.06753814971340556,36,0.3684,42,0.0526
VC0071:VC0068,IGR,Spot42,sRNA,81,4,2,0.007806735060241228,0.0520128043939697,1.391713146635528,1.6565594086145636e-17,4.2852403632547235e-15,28,0.4091,39,0.2727
Spot42,sRNA,Vcr214,sRNA,80,4,2,1.0,1.0,0.005107069314598213,0.920694331984476,0.9580604114926877,45,0.3889,33,0.0
VC0554,CDS_UTRS,Spot42,sRNA,80,6,2,1.0,1.0,0.1446351639486785,2.6876195396337968e-11,3.493504264279214e-9,37,0.5909,39,0.0909
mazG,CDS_UTRS,Spot42,sRNA,79,3,2,1.0,1.0,0.32366109722814845,6.445364982214075e-9,5.840394828565565e-7,37,0.2059,39,0.5
VC1247,CDS_UTRS,Spot42,sRNA,79,8,2,1.0,1.0,0.02603570647040279,0.20168167458958358,0.43505113572169474,38,0.4,39,0.6
VC2261,CDS_UTRS,Spot42,sRNA,79,12,2,1.0,1.0,0.2432088096296098,0.02514112920424217,0.11998537384066583,35,0.381,33,0.2381
VC2060,CDS_UTRS,Spot42,sRNA,79,4,2,1.0,1.0,0.09408604786813131,0.6161400755122045,0.7938153832432258,40,0.4762,34,0.381
VC0074,CDS_UTRS,Spot42,sRNA,78,11,2,1.0,1.0,0.31991562065693757,0.132858370156059,0.34678216666147677,35,0.5,37,0.0556
VC1152,CDS_UTRS,Spot42,sRNA,78,1,2,1.0,1.0,0.3167790087477959,1.9889351308332635e-8,1.665541928310278e-6,30,0.1765,39,0.5882
VC1108,CDS_UTRS,Spot42,sRNA,78,2,2,0.9999998643285825,1.0,0.5614105131460985,1.013535128451598e-6,6.009220643204592e-5,41,0.6667,38,0.375
VC1857,CDS_UTRS,Spot42,sRNA,78,0,2,0.9999999605786902,1.0,0.5486989064636907,9.431332495129342e-9,8.352963528821843e-7,39,0.9231,39,0.3846
VC0344,CDS_UTRS,Spot42,sRNA,77,8,2,1.0,1.0,0.15833326398168063,0.0001703684502527151,0.004667476231827355,35,0.2812,34,0.1562
VC0254,CDS_UTRS,Spot42,sRNA,77,7,2,1.0,1.0,0.0557490893548799,0.0011183867208711719,0.017655643417644175,35,0.1481,40,0.5185
